TransactionID,isFraud
3315118,0.21813636
3545965,0.98559177
3303520,0.17238824
3313550,0.23293903
3174065,0.054167368
3305219,0.035645384
3098587,0.05891249
3327419,0.045972053
3231799,0.048202895
2999127,0.08865106
3086465,0.23039965
3564254,0.043009747
3027844,0.019569742
3432043,0.42517167
3185064,0.9217099
3329500,0.064454444
3446870,0.33418438
3401774,0.04987214
3027921,0.07825328
3300276,0.34289584
3467435,0.16214184
3250779,0.36777171
3575145,0.28281152
3321445,0.060514785
3440672,0.3701358
3283545,0.08635178
3430233,0.23361073
3502929,0.35148546
3147957,0.072403476
3238499,0.06345449
3296469,0.0658551
3282110,0.0526469
3540469,0.30933172
3163870,0.021754969
3132436,0.24982637
3065303,0.041772585
3224151,0.12491232
3080017,0.7496504
3255621,0.42706153
3468266,0.0626866
3247856,0.26294467
3425783,0.19176011
3268512,0.15531288
3023405,0.061713967
3171929,0.14804852
3265730,0.410703
3563594,0.2897193
3485107,0.20043689
3106577,0.08237899
3567563,0.03424803
3457521,0.036284655
3158565,0.1949536
3457033,0.19175008
3232500,0.050187886
3137833,0.0964849
3490075,0.081475765
3349536,0.19477169
3234073,0.062268373
3220574,0.064194
3509861,0.5140062
3506015,0.46835485
3143292,0.347228
3217718,0.8418739
3034343,0.13533302
3001303,0.09151719
3290625,0.17174907
3333144,0.19882445
3470427,0.06915457
3448580,0.1381622
3453297,0.46951765
3012003,0.28243643
2993647,0.09816631
2987748,0.019182352
3465154,0.12950161
3096934,0.17274344
3470031,0.09987235
3412991,0.04919999
3537448,0.033289514
3422873,0.105911255
3518960,0.40161884
3131549,0.45968285
3044120,0.15677778
3376393,0.24344888
3191314,0.5170389
3276372,0.10196931
2997864,0.10773109
3165062,0.07591794
3142966,0.14203683
3403132,0.015742436
3331673,0.19735485
3071483,0.070076145
3015412,0.45565477
3268162,0.06299485
3280656,0.28766415
3308896,0.029528037
3086621,0.045686472
3097538,0.093294665
3173375,0.54188037
3355061,0.3156996
3256699,0.29152334
3282779,0.059443004
3439463,0.07646322
3513738,0.19595285
3322690,0.2899882
3051667,0.040830914
3559294,0.022931924
3095551,0.018232914
3033994,0.06362113
3087308,0.10200986
3174603,0.097493015
3573554,0.13174002
3103236,0.053460605
3008484,0.36747798
3103738,0.046710752
3515336,0.18910603
3455457,0.08978205
3051096,0.063817374
3039120,0.2140439
3222418,0.11568402
3122695,0.081724174
2991424,0.033716857
3559774,0.439784
3576587,0.32930273
3416734,0.6908664
3280510,0.21360639
3155355,0.7217566
3242482,0.031961866
3158600,0.071189016
3158080,0.47663635
3263569,0.24248531
3497119,0.2980123
3487402,0.036493633
3335188,0.105847135
3479947,0.4225729
3344718,0.22536342
3111252,0.1598468
3443188,0.20536749
3325964,0.31465277
3033707,0.535625
3356210,0.9705046
3456904,0.84776855
3155110,0.38215837
3024485,0.08929431
3072118,0.39863935
3122929,0.030779148
3424742,0.6930194
3043803,0.03422941
3240713,0.42999348
3361420,0.12946013
3464335,0.11087372
3567079,0.46961874
3204992,0.1331135
3330092,0.453752
3095114,0.08979135
3422433,0.45579723
3209280,0.67806333
3190427,0.23295647
3542486,0.29752183
3245974,0.1301443
3230644,0.12510692
3466888,0.9899895
3322887,0.043613326
3029752,0.3332649
3045605,0.27388698
3318265,0.12644312
3365260,0.108370975
3347309,0.5478661
3011194,0.23998235
3041487,0.21076904
3556801,0.082079045
3057962,0.049906824
3515974,0.0651332
3023077,0.12470632
3554169,0.6584194
3338492,0.1920589
3410694,0.59967065
3395175,0.17941076
3506550,0.22276674
3419571,0.24620679
3386051,0.15833251
3568901,0.099239565
3000072,0.07937885
3369625,0.8661153
3381664,0.17771432
3000678,0.048443705
3081037,0.05322055
3201454,0.19062099
3021306,0.08172987
3529208,0.04336679
3276289,0.07093754
3253734,0.022037992
3250858,0.31982192
3262751,0.44808748
3112489,0.2258847
3278617,0.12499371
3574479,0.42379335
3233614,0.10336513
2991555,0.051665988
3520460,0.30120456
3564967,0.15987812
3411791,0.07773192
3417099,0.063872494
3541302,0.06227699
3342735,0.098932706
3547642,0.09479505
3526016,0.0031330676
3442435,0.54407537
3087259,0.5559453
3385294,0.08470033
3015827,0.043001484
3529571,0.016249845
3096593,0.045351475
3481628,0.02392888
3109234,0.27002838
3322859,0.6690445
3433076,0.16577946
3406460,0.7674003
3279044,0.21679987
3525191,0.17932644
3033455,0.008875939
3157426,0.34979025
3028579,0.31403455
3437172,0.2233541
3326787,0.36532396
3117527,0.38797596
3109888,0.21492776
3510474,0.29205218
3170569,0.24173889
2987868,0.07917465
3429357,0.17916729
3521200,0.1625164
3438337,0.049899835
3494887,0.9980927
3516071,0.24895644
3238026,0.24949753
3087554,0.10275931
3546466,0.001540829
3508689,0.014315
3442007,0.09140285
2992618,0.18487135
3026731,0.04675533
3002154,0.041243434
3324888,0.24207361
3221036,0.22583143
3576209,0.30238077
3309563,0.25519493
3411686,0.034269605
3497909,0.14919074
3217838,0.939088
3316145,0.28465697
3248331,0.14381625
3263745,0.13592114
3447862,0.06993263
3364961,0.159808
3135205,0.6079362
3394449,0.19309798
3442485,0.6094242
3399161,0.14087476
3426385,0.43803626
3553170,0.13130465
3043767,0.020658612
3323639,0.12507552
3400451,0.22830081
3466271,0.13409005
2993146,0.22416314
3561830,0.022376481
3049337,0.043511316
3028304,0.041037243
3414571,0.084051564
3099395,0.13560589
3318683,0.3767598
3318284,0.21054289
3533646,0.8763122
3248144,0.9467217
3418546,0.9953133
3484846,0.038541075
3414223,0.08913972
3175216,0.15438665
3474119,0.2643748
3280209,0.086535655
3078496,0.054852657
3552196,0.014849167
3467401,0.27201265
3232240,0.0212033
3468991,0.11567675
3027971,0.013047413
3453268,0.16859688
3281710,0.052657057
3461293,0.3856829
3014212,0.02356652
3219464,0.27794582
3217844,0.24250759
3169829,0.09543639
3484227,0.16597211
3452264,0.13316616
3174088,0.31828952
3131474,0.058790524
3546806,0.10589911
3174457,0.03336244
3359102,0.13413835
3068304,0.0216816
3391878,0.52174443
3292062,0.07912658
2991653,0.15729207
3242644,0.12773602
3069898,0.13286513
2999602,0.13909818
3413999,0.26008886
3555787,0.048694108
3194833,0.12084532
3184834,0.25828466
3346980,0.21922939
3308753,0.42127505
3456075,0.38641074
3207342,0.5456976
3199438,0.019499877
3130681,0.13587414
3272878,0.03824912
3546950,0.2985375
3099813,0.3686686
3105916,0.99877626
3195951,0.15246092
3307402,0.28833747
3450854,0.15590274
3435708,0.17408168
3531786,0.3615665
3122398,0.37803182
3416308,0.20557557
3489770,0.28771508
3367398,0.014039883
3334233,0.10829233
3295454,0.6329824
3444940,0.18735445
3316829,0.26945332
3506919,0.056434758
3183567,0.3635322
3143997,0.33894914
3443255,0.67276925
3241427,0.06984423
3563174,0.17988105
3482971,0.039887935
3263007,0.08984945
3209725,0.034160364
3101181,0.11546167
3486835,0.19540212
3499023,0.09955907
3143055,0.04862516
3289733,0.046232753
3454215,0.048726488
3205522,0.11152086
3418746,0.45861864
3394805,0.09782426
3052563,0.04835609
3077042,0.101952106
3372749,0.087274864
3370082,0.077021815
3275510,0.9890682
3401954,0.42564827
3404675,0.056589767
3320733,0.059774596
3485793,0.06003362
3391706,0.373036
3431834,0.77001876
3409369,0.15627404
3070624,0.030984834
3188556,0.13024008
3135025,0.17054796
2992399,0.105343625
2997235,0.44047937
3179616,0.106018834
3500007,0.083287805
3361749,0.21381214
3434165,0.24760723
3536259,0.49706262
3448578,0.08932872
3014400,0.07068834
3063785,0.03628418
3277837,0.27094597
3178086,0.37939298
3207665,0.08117091
3485124,0.1496576
3559818,0.12190499
3365932,0.3211614
3050692,0.09909084
3207207,0.06539756
3154225,0.2066475
3033904,0.1189517
3258532,0.3452843
3546476,0.001540829
3518151,0.34145606
3286292,0.23863241
3025232,0.22366734
3354359,0.34424406
3096615,0.15023552
3482263,0.03265958
3314413,0.12018743
3024613,0.15292579
3437456,0.18918332
3413631,0.18965818
3378293,0.7863653
3519506,0.01880905
3535043,0.08087359
3463526,0.20558263
3391217,0.10974445
3045428,0.04090201
3163942,0.07458982
3084464,0.046064004
3268144,0.040160865
3513726,0.1613885
3479013,0.104466416
3092122,0.21142589
3384226,0.19886461
3025614,0.066616096
3175545,0.36448672
3412685,0.58668274
3402072,0.14538658
3187372,0.061459925
3575878,0.20404108
3190351,0.2582004
3294130,0.65116054
3125731,0.17574072
3312044,0.24010693
3248082,0.06232066
3094249,0.3159072
3346312,0.13959587
3517468,0.16043581
3095101,0.034665857
3391622,0.045495234
3114924,0.28446776
3361885,0.049010426
3357651,0.7870526
3265913,0.2876791
3095479,0.14567502
3152102,0.13433562
3081216,0.043722633
3176268,0.942708
3077747,0.12504722
3456595,0.2975644
3321776,0.70929915
3295774,0.30337608
3015594,0.031314008
3504604,0.07363845
3435164,0.22175007
3462526,0.035001896
3534915,0.09998519
3207864,0.25864097
3439062,0.035339102
3306555,0.16872928
3399171,0.41386524
3003081,0.99033946
3460897,0.28098273
3182635,0.15391327
3319116,0.10063813
3338826,0.10987648
3415551,0.9434636
3518784,0.102449685
3036312,0.09729217
3373940,0.14981201
3072191,0.052465383
3086676,0.14072526
3389138,0.281004
3281705,0.10096502
3171333,0.3654541
3319301,0.388706
3436378,0.38497344
3079837,0.22286333
3065744,0.054349855
3562052,0.109387524
3285093,0.13980323
3316511,0.025042403
3225708,0.5558788
3028247,0.7422948
3415749,0.023760365
3321030,0.5376823
3094823,0.20309944
3522997,0.2788349
3355081,0.06147763
3396790,0.8787239
3189179,0.28998604
3504949,0.14420623
3059301,0.03431758
3027191,0.09471776
3425917,0.11313379
3143170,0.1261856
3144365,0.6490932
3428665,0.1286219
3304698,0.26555297
3198857,0.19202445
3404376,0.26650843
3038467,0.14450337
3330255,0.16909434
3573004,0.5002286
3012099,0.04694074
3527447,0.55348855
3052817,0.22099203
3291749,0.19220491
3074861,0.04501139
3088667,0.03786015
3136721,0.20797206
3284275,0.22314566
3416368,0.4023452
3447165,0.015291988
3484319,0.050506912
3506965,0.06720752
3037004,0.12799583
3087852,0.07818991
3090491,0.0568197
3173374,0.24487458
3032837,0.096805304
3354741,0.22817402
3366625,0.31144252
3446465,0.39277637
3483903,0.040030066
3195992,0.11877101
3551880,0.21948564
3313987,0.27881113
3413331,0.2609538
3247038,0.033492204
3389121,0.28705388
3307543,0.07857124
3306582,0.31851247
3363235,0.13223006
3414162,0.15029378
3491953,0.30385458
3230899,0.0700256
3354492,0.07492406
3283058,0.17051907
3373802,0.065915555
3174701,0.07846713
3370211,0.6935752
3213251,0.057295892
3069820,0.05563924
3334672,0.39250195
3262903,0.24579461
3232000,0.17879137
3158229,0.12724987
3032737,0.061421167
2994297,0.18244538
3246037,0.15116371
3321374,0.24432233
3121456,0.23065023
3393712,0.41882294
3460206,0.46188727
3367798,0.98211205
3300013,0.5732385
3074229,0.095312126
3243300,0.78445846
3377918,0.27019
3047840,0.039056186
3310294,0.1402345
3540034,0.057908565
3161879,0.62717783
3000556,0.17193826
3073799,0.002881489
3538306,0.1290445
3222799,0.09729519
3482409,0.03659777
3463268,0.18503314
3291891,0.32817146
3508821,0.025120996
3550838,0.265526
3034005,0.97724503
3202410,0.12689519
3118821,0.14561084
3377915,0.08295395
3027900,0.29773495
3361542,0.2672087
3156310,0.35109666
3524243,0.36556235
3389073,0.09081448
3279794,0.04769361
3114304,0.95493126
3000666,0.024471741
3038923,0.16412
3574607,0.16567855
3283781,0.6831122
3511174,0.06025139
3292041,0.6782002
3240996,0.14305484
3342151,0.24842992
3396129,0.36425817
3076013,0.15213518
3042977,0.21471514
3159459,0.03520996
3224412,0.16343734
3000216,0.45586157
3281498,0.16320018
3506211,0.08582257
3572952,0.13981996
3143810,0.061351325
3189341,0.48461097
3458532,0.11571015
3298903,0.044631947
3060996,0.21064338
3016462,0.14693168
3576060,0.14003421
3041518,0.09046611
3314755,0.16179156
3191437,0.47038957
3030426,0.04783371
3440578,0.08833782
3288218,0.45654655
2992313,0.10544093
3148609,0.17954879
3435826,0.20262867
2990945,0.4353548
3118329,0.44300887
3034403,0.029780958
3254025,0.37996256
3490538,0.19013812
3464405,0.18883125
3439513,0.08668883
3195782,0.06217685
3353821,0.83768886
3490087,0.17706732
3175318,0.63878655
3177720,0.17183264
3057165,0.047412317
3007194,0.03309461
3423321,0.030333754
3090164,0.16840161
3215090,0.18094817
3538217,0.026089104
3203948,0.8836449
3071075,0.098178536
3450270,0.19169448
3432600,0.5910604
3028460,0.041059036
3329809,0.12383783
3079169,0.081681244
3095981,0.084457666
3184565,0.17386715
3282597,0.3213838
2996570,0.09880167
3292175,0.21065576
3497573,0.7756111
3269146,0.1137285
3243597,0.05861682
3454629,0.015327017
3204649,0.48713776
3120468,0.14322671
3135781,0.2170528
3247251,0.058647376
3336186,0.10990913
3011200,0.027405765
3052121,0.08938425
3289357,0.12638018
3431265,0.16997743
3420688,0.18093392
3357845,0.2265069
3250399,0.07098562
3511079,0.22336347
3025812,0.42471075
3466343,0.17494814
3309105,0.37220794
3333678,0.31594732
3486339,0.045192663
3474077,0.07788461
3126689,0.12073019
3151340,0.23495348
3399520,0.17333327
3300489,0.1299216
3003912,0.23163506
3032519,0.19137093
3089897,0.19371906
3326999,0.025981639
3437012,0.27505603
3329896,0.22730201
3553428,0.052872747
3552075,0.021530034
3155956,0.08085675
3187518,0.056572754
3103168,0.055902097
3415344,0.18592209
3058629,0.04875012
3052253,0.10177384
3561571,0.06530356
3292334,0.11974683
3248238,0.10102696
3268306,0.61866474
2998895,0.13468562
3094016,0.17174439
3326561,0.47356755
3244678,0.20738055
3473319,0.2185789
3268872,0.06749309
3123890,0.035658747
3460486,0.064261906
3415757,0.100225374
3327175,0.2679071
3216000,0.34155062
3158188,0.15421365
3476461,0.47214815
3547330,0.1742143
3113934,0.11901911
3070345,0.06067898
3214519,0.6637997
3507995,0.39839575
3055876,0.31415132
3204990,0.28987068
3486660,0.10316027
3091081,0.11696881
3080250,0.105496
3186596,0.56662637
2991026,0.07654447
3379255,0.078436375
3482957,0.037194494
3265981,0.25467163
3000026,0.06968655
3122056,0.09112018
3477550,0.12824032
3501930,0.039701074
3143781,0.9945761
3236599,0.37481317
3379781,0.029089028
3425723,0.71457994
3393846,0.059719555
3555369,0.83885735
3475604,0.11502013
3397938,0.4763263
3304364,0.101628706
3463799,0.043222617
3504384,0.25292063
3028471,0.023871908
3350174,0.059358675
3473850,0.33063185
3297324,0.6697444
3289656,0.21821423
3361503,0.47816145
3179538,0.3785945
3227046,0.17743018
2995117,0.4973988
3302946,0.011461312
3404783,0.07488821
3568280,0.3165674
3278245,0.09685733
3539941,0.33673456
3054704,0.0144530535
3259557,0.1405857
3355543,0.038245175
3336246,0.08067584
3432764,0.07049122
3285419,0.31336555
3408674,0.1349874
3549829,0.40323085
3362345,0.027434273
3485030,0.11989796
3473511,0.07810401
3276465,0.13831364
3159528,0.23621492
3161043,0.07195979
3564348,0.13190854
3541608,0.05172673
3484017,0.8972971
3132195,0.19911247
3501578,0.54407066
2990385,0.056271393
3476751,0.72456586
3338044,0.27039853
3422132,0.025156813
3262907,0.49387208
3387113,0.5514028
3375414,0.0683386
3001854,0.32101145
3116701,0.34616637
3195502,0.046450194
3241751,0.08926086
3410248,0.10653259
3250701,0.07713362
3019439,0.084588096
3156860,0.5107205
3577345,0.09665361
3013762,0.50886446
3012919,0.08897704
3244306,0.09975505
3081510,0.15330954
3127257,0.102226235
3088624,0.13864201
3559020,0.21046889
3032207,0.1867094
3348569,0.6112536
3203446,0.80305773
3080550,0.0637517
3320309,0.08433511
3249465,0.8035647
3335900,0.08700623
3244501,0.018504731
3340297,0.14219265
3398931,0.15013343
3065367,0.03641281
3031947,0.5500792
3272378,0.1731732
3512007,0.14229988
3190290,0.04961068
3142287,0.08537205
3249749,0.1733098
3510368,0.057226084
3151967,0.29331952
3322143,0.39564446
3212439,0.39228022
3194355,0.83422863
3187589,0.48434985
3519736,0.34092912
3072203,0.17564055
3029838,0.084657945
3367049,0.14585406
3283613,0.20426457
3000217,0.031048877
3114951,0.21528041
3220693,0.33170047
3574219,0.063308254
3566110,0.16067217
3528269,0.060228623
3395910,0.062045213
3530941,0.17985651
3292393,0.9305949
3075505,0.016008945
3402728,0.03286897
3183539,0.19710237
3309879,0.060091335
3002431,0.079043046
3435764,0.21623066
3286553,0.08583125
3510522,0.40157485
3195734,0.082541
3319478,0.16365921
3469391,0.2535568
3359577,0.5748626
3356755,0.02700724
3386822,0.33285093
3405668,0.11740713
3051607,0.4499919
3016467,0.0383985
3198491,0.1135028
2991242,0.2321534
2996767,0.095166646
3244124,0.7158146
3320464,0.5430173
3535368,0.23848867
3084030,0.03077345
3336088,0.14924788
3314126,0.06540355
3390535,0.09262562
3057378,0.09381372
3507768,0.087687165
3047770,0.32399324
3037354,0.2414088
3409382,0.14387526
3321517,0.3706177
3053586,0.14185649
3388882,0.99410206
3300432,0.08465159
2990364,0.17560443
3331493,0.11717939
3519301,0.1547373
3331959,0.105063885
3344070,0.23967098
3155766,0.30437893
3045337,0.29806027
3041708,0.17678614
3271620,0.30654034
3279063,0.2469031
3196359,0.16422541
3517637,0.14483488
3495670,0.039411217
3359388,0.42406693
3536724,0.2833015
3387595,0.11584342
3275172,0.060684107
3283683,0.29698396
3161645,0.28329393
3020268,0.71421987
3194769,0.27690503
3129308,0.62595123
3126147,0.26757056
3093052,0.098280326
3520780,0.04586013
3125136,0.12166298
3054728,0.22685222
2996436,0.07818646
3540231,0.51842153
3383754,0.14412563
3222554,0.09356778
3042726,0.11881019
3362879,0.11579492
2991103,0.11902641
3525768,0.8203525
3326143,0.07218722
3258936,0.13290825
3452299,0.09596243
3060054,0.0933995
3532897,0.21970588
3358071,0.13621053
3040665,0.1567661
3010956,0.60677195
3233896,0.2017694
3006748,0.24511145
3435721,0.13796654
3175488,0.41349632
3548212,0.10751579
3201387,0.19760263
3232865,0.88743716
3143177,0.2098283
3271186,0.062298104
3003322,0.1254698
3524547,0.82341444
3018174,0.43052247
3183410,0.2204731
3571564,0.03031862
3567869,0.051132105
3198075,0.11404311
3008881,0.31406435
3093752,0.22331554
3247775,0.044647917
3237959,0.07496055
2998912,0.108150065
3126347,0.17132285
3118670,0.2615779
3308286,0.3112722
3460772,0.1628775
3335997,0.43352222
3260681,0.6587862
3465087,0.14457636
3186584,0.05615907
3020260,0.11710174
3050043,0.44755045
3339758,0.060360704
3043812,0.5917356
3250420,0.120448254
3462968,0.020441445
3360686,0.5655435
3438940,0.19466631
3510399,0.12976159
3034119,0.16612366
3287885,0.40408695
3280381,0.5022575
3512072,0.03389675
3310807,0.29228958
3365576,0.09116987
3465612,0.029903434
3546740,0.6813941
3512393,0.020740256
3261984,0.121818595
3569379,0.9923154
3424098,0.15349825
3317306,0.6144363
3311918,0.022769744
3227078,0.11981445
3533370,0.5367622
3398522,0.15759057
3386027,0.05925102
3122615,0.12590069
3438325,0.21303259
3152682,0.10546916
3247588,0.7039432
3325152,0.05210833
3275154,0.27560428
3199306,0.18882224
3291619,0.14657386
3105187,0.16799179
2989521,0.16442746
3290095,0.100744754
3285205,0.2982114
3251700,0.18773545
3139595,0.38093072
3051443,0.024950467
3318185,0.27566957
3149683,0.381445
3331465,0.09991837
3170292,0.12161517
3238332,0.016367804
3164696,0.14803591
3342577,0.22581238
3064800,0.06444385
3214009,0.14751354
3197291,0.14080061
3409521,0.22532408
3489178,0.023226801
3412812,0.19051076
3348104,0.3659564
3269010,0.9865795
3093298,0.045850866
3485559,0.22042823
3049979,0.009670614
3501438,0.16869338
3261591,0.028335912
3063967,0.075160496
3066228,0.1287642
3291540,0.371604
3114051,0.1675282
3171633,0.18677333
3096329,0.24051806
3378087,0.1878268
3156244,0.20898326
3284686,0.06468758
3114019,0.11412391
3446138,0.18319808
3502571,0.17072238
3552887,0.055747878
3337991,0.09932681
3025109,0.21836719
3324168,0.05137295
3157471,0.13956675
3315049,0.30583635
3152806,0.09299614
3310255,0.4197575
3516737,0.14620237
3339681,0.12865306
3323895,0.10766831
3489799,0.059949376
3370293,0.4925699
3561913,0.2915247
3098680,0.120176554
3575287,0.50871015
3303227,0.2231981
3195503,0.25271878
3455510,0.21687925
3318062,0.31706658
3199911,0.03860592
3225790,0.5060537
3031756,0.039594185
3565176,0.70920146
3384768,0.2072122
3364912,0.08132525
3342524,0.40058696
3100878,0.1487077
3422131,0.25406206
3410999,0.068970196
3259580,0.2866152
3532981,0.13753283
3180596,0.8248238
3440738,0.40528044
3491797,0.23527099
3324212,0.1516439
3093065,0.26125318
3118939,0.055452056
3476446,0.97567874
3203104,0.13122007
3419353,0.2885711
3545149,0.06655352
2992351,0.12186617
3239537,0.119687535
3210482,0.5780465
3173565,0.39486787
3452273,0.0070027807
3083137,0.2079839
3213356,0.09064825
3383815,0.3866648
